Author,Recommender,Title,category,google_id,pages,publication_date
C.L.R. James,Ben Horowitz,The Black Jacobins,['History'],MwqF2592AMQC,384.0,2001-05-31
Nassim Nicholas Taleb,Bill Gates | Naval Ravikant | Ev Williams | Matt Mullenweg | Jeff Bezos | James Altucher | Edward Norton | Nick Kokonas | Art De Vany,The Black Swan,['Business & Economics'],gWW4SkJjM08C,480.0,2007-04-17
Joe Abercrombie,Joel McHale,The Blade Itself,['Fiction'],SlizBgAAQBAJ,560.0,2015-09-08
Michael Lewis,Ev Williams,The Blind Side,['Biography & Autobiography'],jeVS4jRjSlQC,352.0,2007-09-17
Richard Dawkins,Charlie Munger | Steven Pinker,The Blind Watchmaker,['Science'],u4d0CgAAQBAJ,496.0,2015-09-28
Angela Carter,Emma Watson,The Bloody Chamber,['Classical fiction'],blAeSB_29vMC,125.0,1995
Jacqueline Novogratz,Seth Godin,The Blue Sweater,['Social Science'],wN-mAgAAQBAJ,320.0,2010-02-16
Toni Morrison,Oprah Winfrey,The Bluest Eye,['Fiction'],12_KUGLXigMC,224.0,2007-07-24
Harley Pasternak,Joel Stein,The Body Reset Diet,['Health & Fitness'],YQoqbg-6nbIC,256.0,2014-03-04
Tom Wolfe,Ev Williams,The Bonfire of the Vanities,['Fiction'],JDteDwAAQBAJ,752.0,2018-06-21
Philip Pullman,Patrick Collison | Gretchen Rubin,The Book of Dust,['Young Adult Fiction'],pwMEDgAAQBAJ,464.0,2017-10-19
Miyamoto Musashi,Joe Rogan | Naval Ravikant | Jocko Willink | Ryan Holiday,The Book of Five Rings,['Philosophy'],-IluCgcgjlwC,104.0,2004
Paul Selig,Aubrey Marcus,The Book of Freedom,"['Body, Mind & Spirit']",a95NDwAAQBAJ,368.0,2018-11-06
Charles Le Gai Eaton,Ayaan Hirsi Ali,The Book of Hadith,['Religion'],VhXtpwCM8g8C,242.0,1985-09-30
Dalai Lama,Ellen DeGeneres | Jack Kornfield,The Book of Joy,['Self-Help'],fN7ACwAAQBAJ,368.0,2016-09-20
J. J. Hurtak,Carlos Santana,The Book of Knowledge,['New Age movement'],NR46SgAACAAJ,612.0,1987-06-01
Milan Kundera,Tim Ferriss,The Book of Laughter and Forgetting,['Fiction'],hux47U4KMREC,320.0,1999-04-07
J. Krishnamurti,Naval Ravikant,The Book of Life,['Devotional calendars'],lLMa6isBtk8C,403.0,2001
Joseph Smith,Shay Carl,The Book of Mormon,['Philosophy'],19HYDCPYmvwC,580.0,2009-05
John D. Barrow,Naval Ravikant,The Book of Nothing,['Science'],sU_K0wbBeugC,384.0,2009-05-20
J. Ruth Gendler,Brené Brown,The Book of Qualities,"['Body, Mind & Spirit']",97_LGXCfx_MC,112.0,1988-01-27
Jane Hamilton,Oprah Winfrey,The Book of Ruth,['Fiction'],Qp7iBAAAQBAJ,336.0,2014-10-07
Michel Faber,Joel McHale,The Book of Strange New Things,['Fiction'],5HOBAwAAQBAJ,528.0,2014-10-28
Paul Selig,Aubrey Marcus,The Book of Truth,"['Body, Mind & Spirit']",-x8mDQAAQBAJ,368.0,2017-06-06
William J. Bennett,Glenn Beck,The Book of Virtues,['Literary Criticism'],9TPH7BRde7wC,832.0,2010-05-11
Judea Pearl,Naval Ravikant | Keith Rabois,The Book of Why,['Computers'],9H0dDQAAQBAJ,432.0,2018-05-15
Gary Halbert,Noah Kagan | Neville Medhora,The Boron Letters,,y_uJnQEACAAJ,146.0,2013-06-11
Michael Pollan,Samin Nosrat,The Botany of Desire,['Gardening'],Woywyw8LlcgC,271.0,2002
Paul Collier,Bill Gates,The Bottom Billion,['Business & Economics'],xyKIteKMNXUC,224.0,2007-05-25
Robert Ludlum,Shah Rukh Khan,The Bourne Identity,,VcGHjwEACAAJ,576.0,2016-06-28
Marc Levinson,Bill Gates | Tobi Lütke | Jeff Dean,The Box,['Business & Economics'],vi7FCgAAQBAJ,544.0,2016-04-05
Garth Ennis,Naval Ravikant,The Boys Vol. 1,['Comics & Graphic Novels'],LgkiDAAAQBAJ,144.0,2012-03-20
Norman Doidge,Jim Kwik,The Brain's Way of Healing,['Medical'],sCNhDQAAQBAJ,409.0,2015
Marty Neumeier,Vinod Khosla,The Brand Flip,['Business & Economics'],4MA9CgAAQBAJ,160.0,2015-07-24
Charles Graeber,Keith Rabois | Vinod Khosla,The Breakthrough,['Health & Fitness'],lWhPDwAAQBAJ,320.0,2018-11-13
Gwen Ifill,Jon Stewart,The Breakthrough,['History'],QbomCeMhHxsC,272.0,2009-01-20
Junot Díaz,Tim Ferriss,The Brief Wondrous Life of Oscar Wao,['Fiction'],ZdKLDQAAQBAJ,339.0,2008
Keith Payne,Barack Obama,The Broken Ladder,['business & economics'],IPTGDgAAQBAJ,246.0,2017
Fyodor Dostoyevsky,Jordan Peterson | Hillary Clinton,The Brothers Karamazov,['Brothers'],mMNKAAAAYAAJ,838.0,1922
David Sylvester,Dave Elitch,The Brutality of Fact,,qMMzSQAACAAJ,208.0,1988
Doris Kearns Goodwin,Bill Gates,The Bully Pulpit,['History'],4W7Q-qr_TSAC,928.0,2013-11-05
Paul A Strassmann,Steve Jobs,The Business Value of Computers,['Business & Economics'],4JFYNybuNmYC,530.0,1990
William Blum,Noam Chomsky,The CIA,['United States'],NqgHAQAAMAAJ,428.0,1986
Rhodri Jeffreys-Jones,Noam Chomsky,The CIA and American Democracy,['Political Science'],f1HwAwAAQBAJ,368.0,2014-07-01
Emily Nemens,Daniel Pink,The Cactus League,['Fiction'],nx2ZDwAAQBAJ,288.0,2020-02-04
Oriah Mountain Dreamer,Michael Gervais,The Call,['Religion'],YMxzQiezE58C,224.0,2009-10-13
Andrew Puzder,Donald Trump,The Capitalist Comeback,['Political Science'],-PszDwAAQBAJ,384.0,2018-04-24
Rand Paul,Donald Trump,The Case Against Socialism,['Political Science'],7ZCIDwAAQBAJ,368.0,2019-10-15
Gary Taubes,Vinod Khosla,The Case Against Sugar,['Health & Fitness'],v5RBDwAAQBAJ,384.0,2017-12-05
Rich Lowry,Donald Trump,The Case for Nationalism,['Political Science'],n41_DwAAQBAJ,288.0,2019-11-05
J. K. Rowling,Jon Stewart,The Casual Vacancy,['Fiction'],a7iuAL4XQ2UC,512.0,2012-09-27
Michael Ondaatje,Bill Gates,The Cat's Table,['Fiction'],IAptB4TZ3nkC,256.0,2012-06-12
J.D. Salinger,Bill Gates | Ev Williams | Gretchen Rubin | Larry King | Jennifer Lawrence,The Catcher in the Rye,,K85szQEACAAJ,224.0,1991-05
Eric S. Raymond,Ryan Holiday,The Cathedral & the Bazaar,['Literary Criticism'],UpHdrT3_QOkC,234.0,2001-09-20
Geoffrey Blainey,Stewart Brand,The Causes of War,,EcuxgjB6W-sC,,1973
James Redfield,Noah Kagan,The Celestine Prophecy,['Fiction'],x4avTmSuQi4C,247.0,2008-08-01
Jim Afremow,Katrín Davíðsdóttir,The Champion's Mind,['Sports & Recreation'],5aAiAgAAQBAJ,288.0,2015-05-15
Stendhal,Jordan Peterson,The Charterhouse of Parma,['Fiction'],7xdehD9jXd4C,,2007-11-28
Atul Gawande,Bill Gates | Tim Ferriss | Keith Rabois | Malcolm Gladwell | Jack Dorsey | Ramit Sethi | Charles Poliquin | Michael McCullough,The Checklist Manifesto,['Medical'],x3IcNujwHxcC,224.0,2010-04-01
Neal D Barnard,Ellen DeGeneres | James Cameron | Suzy Amis Cameron,The Cheese Trap,['Health & Fitness'],TKfbDAAAQBAJ,288.0,2017-02-28
University of Chicago Press Staff,Guy Kawasaki,The Chicago Manual of Style,['Language Arts & Disciplines'],cDTjAQAACAAJ,1184.0,2017-09-05
T. Colin Campbell,Ev Williams | James Cameron | Suzy Amis Cameron,The China Study,['Health & Fitness'],kmhADwAAQBAJ,496.0,2016-12-27
T. R. Reid,Patrick Collison,The Chip,['Computers'],8w8x27pt-jcC,320.0,2007-12-18
Boris Johnson,Arnold Schwarzenegger,The Churchill Factor,['History'],6wUiAwAAQBAJ,384.0,2014-11-13
Dave Eggers,Emma Watson,The Circle,['Fiction'],sbxWAAAAQBAJ,504.0,2013-10-08
Franklin E. Zimring,Bill Gates,The City That Became Safe,['Law'],_HcTDAAAQBAJ,272.0,2013-11
N. K. Jemisin,Neil Gaiman | Ezra Klein | Craig Newmark,The City We Became,['Fiction'],526DDwAAQBAJ,448.0,2020-03-24
Lewis Mumford,Patrick Collison | Keith Rabois,The City in History,['History'],q0NNgjY03DkC,657.0,1961
Bruce Catton,Tim O’Reilly,The Civil War,['History'],lSOwSO5l5OUC,382.0,2005
Norman F. Cantor,Stewart Brand,The Civilization of the Middle Ages,['History'],d1rHCgAAQBAJ,624.0,2015-10-13
Jean M. Auel,Hillary Clinton,The Clan of the Cave Bear,['Fiction'],_m56z2n62CYC,528.0,2010-10-06
Samuel P. Huntington,Stewart Brand | Ayaan Hirsi Ali,The Clash of Civilizations and the Remaking of World Order,['Political Science'],1CM3GUNLzOAC,368.0,2007-05-31
John C. Bogle,Warren Buffett | Mr. Money Mustache,The Clash of the Cultures,['Business & Economics'],9WmHM2y8AEEC,384.0,2012-07-05
Joseph Balkoski,Jocko Willink,The Clay Pigeons of St. Lo,['History'],Kbe3DAAAQBAJ,352.0,2005-08-04
Stewart Brand,Phil Libin,The Clock Of The Long Now,['Philosophy'],Ed0XwaX_fHIC,208.0,2008-08-01
Rick Levine,Ev Williams,The Cluetrain Manifesto,['Business'],pidTPgAACAAJ,190.0,2000
Greg Lukianoff,Vinod Khosla | Bryan Johnson | Max Levchin,The Coddling of the American Mind,['Social Science'],9-o6DwAAQBAJ,352.0,2018-09-04
Vishen Lakhiani,Jim Kwik,The Code of the Extraordinary Mind,,T5fBDwAAQBAJ,288.0,2019-12-31
David Kahn,Zooko Wilcox,The Codebreakers,['History'],3S8rhOEmDIIC,1200.0,1996-12-05
James Brady,Jocko Willink,The Coldest War,['History'],dO09Ln326lMC,256.0,2007-04-01
David Halberstam,Bill Rasmussen,The Coldest Winter,['History'],X7G9HzEuZL4C,736.0,2008-09
Wallace Stevens,Tim O’Reilly | Caterina Fake,The Collected Poems,['Poetry'],-QJwDwAAQBAJ,583.0,2015
Audre Lorde,Alexandria Ocasio-Cortez,The Collected Poems of Audre Lorde,['Poetry'],c5VrCwAAQBAJ,512.0,2000-02-17
Dylan Thomas,Steve Jobs,The Collected Poems of Dylan Thomas,['Poetry'],-eVJAAAAQBAJ,240.0,2010-04-23
Emily Dickinson,Caterina Fake,The Collected Poems of Emily Dickinson,['American poetry'],VTHTUY5rUEMC,330.0,1993
W. B. Yeats,Tim O’Reilly,The Collected Poems of W. B. Yeats,,J6H0uAEACAAJ,802.0,2018-06-23
Colette,J.K. Rowling,The Collected Stories of Colette,['Fiction'],xv8SY39zG9YC,624.0,2011-04-30
P. G. Wodehouse,Paul Graham | J.K. Rowling,The Collected Works of P. G. Wodehouse,['Fiction'],otCSDwAAQBAJ,5685.0,2018-11-09
Alice Walker,Emma Watson | Hillary Clinton,The Color Purple,['FICTION'],CX6m7scQ4wcC,294.0,2003
Terry Pratchett,Neil Gaiman,The Colour of Magic,['Fiction'],6Fbv-886Iv4C,284.0,1985
Alfred Crosby,Nick Szabo,The Columbian Exchange,['Biography & Autobiography'],n-y_bn3ZM4EC,283.0,2003
Laurie Garrett,Jonathan Eisen,The Coming Plague,['Science'],v9RY2PVOtOMC,250.0,1994-10-31
Fred Pearce,Stewart Brand,The Coming Population Crash,['Science'],KWBqYzt10L0C,289.0,2010
J. D. Williams,Naval Ravikant,The Compleat Strategyst,,tYi4IXmOePwC,,1954
Bill Watterson,Paul Graham,The Complete Calvin and Hobbes,['Comics & Graphic Novels'],wmjG5g4Yx7gC,1440.0,2005-09
Michel de Montaigne,Alain de Botton,The Complete Essays,['Reference'],qJKJDwAAQBAJ,341.0,2018-03-14
David Grene,Stewart Brand,The Complete Greek Tragedies,['English drama (Tragedy)'],KVRLxgEACAAJ,,1969
Carl Demrow,Stewart Brand,The Complete Guide to Trail Building and Maintenance,['Sports & Recreation'],29cAAAAACAAJ,245.0,1998
H. Jackson Brown Jr,Scott Belsky,The Complete Life's Little Instruction Book,['Self-Help'],hNjDk75RCD8C,320.0,1997-02-10
Jane Austen,Paul Graham,The Complete Novels of Jane Austen,['England'],3GOFouoFqoIC,1440.0,2007
Marjane Satrapi,Emma Watson,The Complete Persepolis,['BIOGRAPHY & AUTOBIOGRAPHY'],lWJ_PgAACAAJ,341.0,2007
Woody Allen,Shah Rukh Khan,The Complete Prose by Woody Allen,['Humor'],OCZflUWAPAsC,342.0,2007
Arthur Conan Doyle,Paul Graham,The Complete Sherlock Holmes,['Fiction'],zL5VdKN76gEC,1122.0,1930
Isaac Asimov,Max Levchin,The Complete Stories,['American fiction'],BVnaF63RVs0C,429.0,1994
Will Durant,Elon Musk | Ryan Petersen,The Complete Story of Civilization,['History'],CfGPAgAAQBAJ,8827.0,2014-01-21
Henry David Thoreau,Ricardo Semler,The Complete Works of Henry David Thoreau,['Philosophy'],J6RxDgAAQBAJ,957.0,2017-03-05
Jean-Jacques Rousseau,Paul Graham,The Confessions,['Comics & Graphic Novels'],JpeFvnPUEuIC,645.0,1996
Neal Stephenson,Lewis Cantley,The Confusion,['Fiction'],3ah1hs4THvIC,848.0,2009-10-13
Bertrand Russell,Seth Rogen,The Conquest of Happiness,['Education'],3i6MCgAAQBAJ,,2018-04-20
Philippa Gregory,Emma Watson,The Constant Princess,['Fiction'],T8nmrTAg1A8C,393.0,2006-09-06
F. A. Hayek,Ayaan Hirsi Ali,The Constitution of Liberty,['Business & Economics'],PotEBAAAQBAJ,512.0,2014-08-13
James Madison,Sam Altman,The Constitutional Convention,['History'],PQvHLli2toAC,695.0,1987
Jean Liedloff,Whitney Cummings,The Continuum Concept,['Family & Relationships'],pMJtcfwF1L4C,176.0,2004-01-29
John McPhee,Jim Collins,The Control of Nature,['Nature'],qQMFOctR7AoC,272.0,2011-04-01
Thomas S. Kuhn,Paul Graham,The Copernican Revolution,['Science'],sWScX_aduGMC,297.0,1957
David Simon,Peter Attia,The Corner,['Social Science'],pEp8ILjTcrcC,576.0,2013-03-13
Jonathan Franzen,Oprah Winfrey | Ev Williams,The Corrections,['Fiction'],FodGfz5li5wC,576.0,2001-09-15
Jeremy Narby,Aubrey Marcus | Dan Engle,The Cosmic Serpent,['Science'],aOXQssPdIIYC,272.0,1999-04-05
Amanda Bennett,Bill Gates,The Cost of Hope,['Biography & Autobiography'],gojrg8kVm6QC,228.0,2012
Alexandre Dumas,"Patrick Collison | Mike Maples, Jr.",The Count of Monte Cristo,['Adventure stories'],qEJKAQAAMAAJ,962.0,1922
Carolyn Forche,Ta-Nehisi Coates,The Country Between Us,['Poetry'],rCDFbwAACAAJ,64.0,1982-03-31
Ichiro Kishimi,Marc Andreessen | Tobi Lütke | Ryan Hoover,The Courage to Be Disliked,['Psychology'],dgzyuQEACAAJ,288.0,2019
Ichiro Kishimi,Ryan Hoover,The Courage to be Happy,['Self-Help'],etieDwAAQBAJ,304.0,2019-12-24
Ji Xianlin,Patrick Collison,The Cowshed,['Biography & Autobiography'],gCw8DwAAQBAJ,188.0,2016
Joseph Chilton Pearce,Adam Robinson,The Crack in the Cosmic Egg,"['Body, Mind & Spirit']",2F8oDwAAQBAJ,208.0,2014-02-15
Michael Alley,Dr. Martin Gibala,The Craft of Scientific Writing,['Education'],z2ggBAAAQBAJ,282.0,2013-04-18
Michel Crozier,Noam Chomsky,The Crisis of Democracy,['Democracy'],DrZnlKfkXwwC,220.0,1975
Bernard Lewis,Jordan Peterson,The Crisis of Islam,['History'],kE9LmS6QvacC,224.0,2004
Elle Luna,Richard Betts,The Crossroads of Should and Must,['Self-Help'],FpKdBAAAQBAJ,176.0,2015-04-07
Gustave Le Bon,Brendan Moynihan,The Crowd,['Collective behavior'],W65BGyzD8nkC,239.0,1903
Daniel Coyle,Graham Duncan,The Culture Code,['Business & Economics'],SwtFDwAAQBAJ,304.0,2018
Geeta Anand,John Crowley,The Cure,['Business & Economics'],i2eBs6xyM9UC,368.0,2009-10-06
Mark Haddon,Ev Williams | Shah Rukh Khan | Donald Glover,The Curious Incident of the Dog in the Night-Time,"[""Asperger's syndrome""]",1YgdBpXZZ-AC,271.0,2005
Jonathan A. Knee,Keith Rabois,The Curse of the Mogul,['Business & Economics'],ZHjeSgAACAAJ,312.0,2011
Dan Brown,Ev Williams | Shah Rukh Khan,The Da Vinci Code,['Fiction'],YuDl2Wl651AC,597.0,2009
Oriah Mountain Dreamer,Michael Gervais,The Dance,['Self-actualization (Psychology)'],5qy8KaLodhcC,184.0,2001
Harriet Lerner,Brené Brown,The Dance of Anger,['Self-Help'],hU-zAAAAQBAJ,256.0,2014-03-25
Cixin Liu,Adam Savage,The Dark Forest,['Fiction'],WJfYBQAAQBAJ,480.0,2015-08-11
Susan Cooper,Gretchen Rubin,The Dark is Rising,['Juvenile Fiction'],WGdhvUo6tDYC,244.0,2007-09-11
Frederick Forsyth,Ben Shapiro,The Day of the Jackal,['Assassination'],TffdmAEACAAJ,500.0,2013-09-01
Jane Jacobs,Sam Altman,The Death and Life of Great American Cities,['Social Science'],paudDAAAQBAJ,480.0,2016-07-20
Michiko Kakutani,Fareed Zakaria,The Death of Truth,['History'],RPOiDwAAQBAJ,208.0,2019-08-13
Jonathan D. Spence,Edward Norton,The Death of Woman Wang,['China'],X8TKGgAACAAJ,169.0,2008
Ross Gregory Douthat,Peter Thiel | Fareed Zakaria,The Decadent Society,['Political Science'],8rDMDwAAQBAJ,272.0,2020-02-25
Mike Whitaker,Kathryn Minshew,The Decision Makeover,['Self-Help'],pGowDwAAQBAJ,248.0,2017-09-12
John D. MacDonald,Mike Rowe,The Deep Blue Good-by,['Fiction'],xtXcx7OmwGQC,240.0,2013-01-08
Jacquelyn Mitchard,Oprah Winfrey,The Deep End of the Ocean,['Fiction'],YOoHa7VCJ8MC,464.0,1997-07-01
Ernest Becker,Jordan Peterson | Eric Weinstein | Jason Silva | Darren Aronofsky | Shay Carl,The Denial of Death,['Philosophy'],G67wXZ94JmoC,336.0,2007-11-01
Don Norman,Scott Adams | Jeff Atwood,The Design of Everyday Things,['Design'],nVQPAAAAQBAJ,384.0,2013-11-05
Donald Ray Pollock,Anthony Bourdain,The Devil All the Time,['Fiction'],imShURosB_QC,272.0,2011-07-12
Eknath Easwaran,Steve Jobs | Dr. Gabor Maté,The Dhammapada,['Religion'],8czJAAAAQBAJ,275.0,2007
Jack Kerouac,Steve Jobs | Josh Waitzkin,The Dharma Bums,['Fiction'],Es3fmFyTrIIC,244.0,1958
Neal Stephenson,Naval Ravikant | Ev Williams | Seth Godin | Peter Thiel | Kelly Starrett,The Diamond Age,['Fiction'],aAV6wV4Rn00C,512.0,2003-08-26
Auberon Waugh,J.K. Rowling,The Diaries of Auberon Waugh,['Literary Criticism'],vHFbAAAAMAAJ,207.0,1985
Anais Nin,Eric Weinstein,The Diary of Anais Nin,,fmA9zQEACAAJ,,2013
Seth Godin,Ev Williams | Brian Armstrong,The Dip,['Business & Economics'],95-xBXd4vn8C,80.0,2007
Daniel J. Boorstin,Stewart Brand,The Discoverers,['Science'],aEr07wJ21NYC,768.0,2011-01-26
Jawaharlal Nehru,Noam Chomsky,The Discovery of India,['India'],ZO03R1m8QH4C,642.0,2004
Bruno Snell,Tim O’Reilly,The Discovery of the Mind,['Philosophy'],phWfjceDwOMC,352.0,2012-05-11
Henri F. Ellenberger,Jordan Peterson,The Discovery of the Unconscious,['Psychology'],DrfCswEACAAJ,976.0,1981-10-16
Jean-Dominique Bauby,Emma Watson,The Diving Bell and the Butterfly,['Biography & Autobiography'],iCzQ4z02cFYC,146.0,2008-03-06
Viktor E. Frankl,Jerzy Gregorek,The Doctor and the Soul,['Psychology'],v_qiURM2r2MC,352.0,2010-12-01
Peter Heller,Caroline Paul,The Dog Stars,['Fiction'],8CdnJALnV8MC,319.0,2013
Aldous Huxley,Michael Pollan | Dr. Andrew Weil,The Doors of Perception and Heaven and Hell,['Fiction'],tpkpAgAAQBAJ,172.0,2014-01-01
James D. Watson Ph.D.,Paul Graham | Peter Attia | Matt Ridley,The Double Helix,['Science'],0TeVw2PMUp4C,192.0,2012-09-06
Alice Miller,Josh Waitzkin | Whitney Cummings | Dr. Gabor Maté,The Drama of the Gifted Child,['Family & Relationships'],pV827ez1FlYC,144.0,2008-12-15
M. Mitchell Waldrop,Patrick Collison,The Dream Machine,['Computers'],7HpQAAAAMAAJ,502.0,2002
Adrienne Rich,Liz Lambert,The Dream of a Common Language,['Poetry'],sEMACgAAQBAJ,96.0,2013-04-01
Michael E. Gerber,Tim Ferriss | Dave Ramsey | Derek Sivers | Dave Camarillo,The E-Myth Revisited,['Business & Economics'],HHJVIpbpSgsC,288.0,2009-03-17
Vaclav Smil,Bill Gates,The Earth's Biosphere,['Science'],8ntHWPMUgpMC,356.0,2003
Richard Powers,Ev Williams,The Echo Maker,['Fiction'],d-Qi16GXlUAC,464.0,2007-04-01
James J. Gibson,Jordan Peterson,The Ecological Approach to Visual Perception,['Psychology'],yv_9hU_26KEC,352.0,2013-05-13
Beatriz Armendáriz,Brian Armstrong,The Economics of Microfinance,['Business & Economics'],eeKlivwtPHQC,346.0,2007
Kieran Egan,Patrick Collison,The Educated Mind,['Education'],FvpFsAtffQYC,310.0,2007-12-01
Samantha Power,Barack Obama,The Education of an Idealist,['Biography & Autobiography'],fUCGDwAAQBAJ,592.0,2019-09-10
Peter F. Drucker,Ev Williams | Matt Mullenweg | Drew Houston | Guy Kawasaki | Jim Collins,The Effective Executive,['Business & Economics'],ZRRN9OpL-1AC,167.0,2007
Tom Wolfe,Jordan Peterson | Tim O’Reilly,The Electric Kool-Aid Acid Test,['History'],M4zx5dxTMqwC,416.0,2008-08-19
William Strunk Jr.,Tobi Lütke | Bill Nye | Kara Swisher,The Elements of Style,['Language Arts & Disciplines'],sddfuQEACAAJ,214.0,2018-07-10
Kevin Simler,Naval Ravikant,The Elephant in the Brain,['Psychology'],mcM9DwAAQBAJ,416.0,2018
Anthony Summers,Jocko Willink,The Eleventh Day,['Political Science'],i52lBVG5QkoC,612.0,2012-08-14
Leonard A. Cole,Jonathan Eisen,The Eleventh Plague,['History'],mA_zdUxsGdcC,304.0,1996-10-15
Joseph Ledoux,Jordan Peterson,The Emotional Brain,['Science'],JStBCgAAQBAJ,384.0,2015-09-22
Siddhartha Mukherjee,Bill Gates | Peter Attia | Laura R Walker,The Emperor of All Maladies,['History'],hgx0sJvphNkC,573.0,2011-08-09
Chandler Burr,Eric Weinstein,The Emperor of Scent,['Biography & Autobiography'],mPqmDeKze5sC,352.0,2004
Demi,Stephen Dubner,The Empty Pot,['Juvenile Fiction'],lx41Tnkqbv0C,32.0,2007-10-16
Epictetus,Naval Ravikant,The Enchiridion,['Ethics'],dqRhAAAAcAAJ,128.0,1766
Michael Allaby,Stewart Brand,The Encyclopedia of Earth,['Nature'],s-Q9AQAAIAAJ,608.0,2008
John Horgan,Bryan Johnson,The End Of Science,['Science'],AQOCBgAAQBAJ,368.0,2015-04-14
Sam Harris,Dr. Andrew Weil,The End of Faith,['Political Science'],XP_86itwp2IC,352.0,2005-09-17
Jeffrey D. Sachs,Bill Gates,The End of Poverty,['Business & Economics'],pqla8IiF5dYC,448.0,2006-02-28
Moises Naim,Mark Zuckerberg,The End of Power,['Political Science'],9JOLAgAAQBAJ,304.0,2014-03-11
Will Schwalbe,Anderson Cooper,The End of Your Life Book Club,['Biography & Autobiography'],63Xeg3dXMDMC,192.0,2012-10-02
Lee Child,Malcolm Gladwell,The Enemy,['Fiction'],rFn1T6E0UJEC,400.0,2004-05-11
Garret Keizer,Patton Oswalt,The Enigma of Anger,['Family & Relationships'],bfnwcTepCMoC,384.0,2002-11-22
Joel Mokyr,Patrick Collison,The Enlightened Economy,['Business & Economics'],uq4juwAACAAJ,564.0,2012-10-01
Anonymous,Stewart Brand | Ryan Holiday,The Epic of Gilgamesh,['Poetry'],3vxdAvP19pwC,128.0,1960-12-30
Jack Morin,Esther Perel,The Erotic Mind,['Self-Help'],heCl2ouPatQC,400.0,2012-11-13
Edmond Bordeaux Szekely,Steve Jobs,The Essene Gospel of Peace,['Essenes'],fQpLAAAAIAAJ,,1970
Daniel C. Matt,Shah Rukh Khan,The Essential Kabbalah,['Religion'],4_mnjWI0m6AC,240.0,2010-10-12
Jalal Al-Din Rumi,Tim O’Reilly | Kevin Kelly | Adam Robinson | Tara Brach,The Essential Rumi,['Poetry'],ZeNdfRDQ-E8C,125.0,1997
Richard Betts,Chris Sacca,The Essential Scratch & Sniff Guide to Becoming a Whiskey Know-It-All,['Cooking'],QzK9rQEACAAJ,20.0,2015-10-06
Richard Betts,Maria Popova | Chris Sacca,The Essential Scratch and Sniff Guide to Becoming a Wine Expert,['Cooking'],OuLBlAEACAAJ,22.0,2013
Mahatma Gandhi,Naval Ravikant,The Essential Writings,['Biography & Autobiography'],34Hcb_RhvUgC,408.0,2008-04-17
Ralph Waldo Emerson,Michael Pollan,The Essential Writings of Ralph Waldo Emerson,['Philosophy'],n73fdFhQxxUC,880.0,2009-09-30
Tim Flannery,Stewart Brand,The Eternal Frontier,['History'],mkkyBgAAQBAJ,434.0,2015-01-07
Brad Stone,Matt Mullenweg | Doug McMillon | Tracy DiNunzio,The Everything Store,['Business & Economics'],t95iRvivDHIC,384.0,2013-10-15
Robert Axelrod,Naval Ravikant,The Evolution of Cooperation,['Political Science'],GxRo5hZtxkEC,304.0,2009-04-29
Matt Ridley,Naval Ravikant,The Evolution of Everything,['Business & Economics'],TFzVBgAAQBAJ,368.0,2015-10-27
Donald Symons,Steven Pinker,The Evolution of Human Sexuality,['Health & Fitness'],UI3Orq-98YEC,358.0,1981
Robert Kegan,Ray Dalio,The Evolving Self,['Psychology'],SP3pJvqaBN4C,336.0,2009-06-30
